"DOY"	"Date"	"Year"	"Month"	"Day"	"Port"	"Location"	"Tree"	"code"	"CO2"	"CO2_R2"	"CH4"	"CH4_R2"	"N2O"	"N2O_R2"	"Temp"	"SWC"	"Height"	"BA"	"Diam"	"GWT"	"SF"	"CO2sd"	"CO2_R2sd"	"CH4sd"	"CH4_R2sd"	"N2Osd"	"N2O_R2sd"	"Tempsd"	"SWCsd"	"Heightsd"	"BAsd"	"Diamsd"	"GWTsd"	"SFsd"
144	"5/25/2017"	2017	5	25	5	"2"	"2"	"Stem"	3.62975520833333	0.9990701875	0.409599083333333	0.908369208333333	-0.0161086666666667	0.128646913	15.6540416666667	0.362276791846729	60	1824.668429	48.2	-0.846337904166667	NA	1.19985461355105	0.000620987131640454	0.304922404035763	0.0691028276568485	0.0675723263716395	0.167145959703613	1.3067317172232	0.00688197697226097	0	0	0	0.0223533171858102	NA
144	"5/25/2017"	2017	5	25	6	"3"	"2"	"Stem"	2.19465565217391	0.996824739130435	0.185541826086957	0.699667604347826	-0.00936743478260869	0.213916286521739	15.9485	0.362340758079117	151	1824.668429	48.2	-0.846337904166667	NA	0.62570483821212	0.00480184627577002	0.154651189957698	0.23408421095986	0.0773615304656274	0.17644868832937	1.65918832958874	0.00684578543747871	0	0	0	0.0223533171858102	NA
144	"5/25/2017"	2017	5	25	7	"1"	"3"	"Soil"	4.24263282608696	0.995411217391304	-0.134723847826087	0.797800739130435	-0.0510135652173913	0.22893592573913	15.84990625	0.288463736585232	NA	1104.466167	37.5	-0.846337904166667	NA	1.3694451316889	0.00636284168188826	0.330926190481745	0.17207643991822	0.154655795837321	0.207350125586384	0.76727999542037	0.0376648644428413	NA	0	0	0.0223533171858102	NA
144	"5/25/2017"	2017	5	25	8	"2"	"3"	"Stem"	3.75290583333333	0.995480416666667	0.061358625	0.290153998333333	-0.00318283333333333	0.159764925916667	17.7021666666667	0.287434071690368	54	1104.466167	37.5	-0.846337904166667	NA	0.755347093213022	0.0167796354702506	0.203882342441144	0.294724843055573	0.0682462829124218	0.163420111920531	2.81784570297898	0.0390032773785321	0	0	0	0.0223533171858102	NA
144	"5/25/2017"	2017	5	25	9	"3"	"3"	"Stem"	2.40538916666667	0.995578875	0.0575865416666667	0.31817054375	0.00966254166666666	0.217028272916667	16.9450833333333	0.287363893227976	154	1104.466167	37.5	-0.846337904166667	NA	1.00343052583285	0.00724283969239847	0.0995406089628441	0.272718899622855	0.0819321730006405	0.208948023228748	2.26671307550529	0.0389813001253624	0	0	0	0.0223533171858102	NA
145	"5/26/2017"	2017	5	26	1	"1"	"1"	"Soil"	26.6202913043478	0.999170652173913	-4.44646956521739	0.998574391304348	-0.0182578260869565	0.272782980869565	16.3059375	0.229697883590533	NA	4417.864669	75	-0.720662478125	NA	2.44492888461608	0.00113799595017236	0.356002519366446	0.00138933848677348	0.190855310507166	0.226833226035578	0.351698311690079	0.00491757062404628	NA	0	0	0.0555680225948725	NA
145	"5/26/2017"	2017	5	26	2	"2"	"1"	"Stem"	4.43743666666667	0.996899583333333	0.4623790625	0.8184308	-0.0107405833333333	0.184011791666667	16.3775833333333	0.22982824794516	55	4417.864669	75	-0.720662478125	NA	1.37418388415647	0.00782039242825345	0.29592923277748	0.196064611806013	0.11204182268899	0.153179623616685	0.601540624719899	0.00498766656324541	0	0	0	0.0555680225948725	NA
145	"5/26/2017"	2017	5	26	3	"3"	"1"	"Stem"	1.88055543478261	0.99659552173913	12.9744130434783	0.998294891304348	0.00286869565217391	0.115081158652174	17.2542291666667	0.229952552537304	149	4417.864669	75	-0.720662478125	NA	0.29731367708087	0.00263364819334779	1.70716778780858	0.00242752753919646	0.0672890860719862	0.138673762967908	1.09408774764509	0.00496718856570738	0	0	0	0.0555680225948725	NA
145	"5/26/2017"	2017	5	26	4	"1"	"2"	"Soil"	7.75096104166667	0.9974855	-0.475821354166667	0.931777041666667	-0.00669027083333333	0.280305262083333	16.8223333333333	0.354709870459017	NA	1824.668429	48.2	-0.720662478125	NA	2.99122853238394	0.00857965333241081	0.126408990616078	0.104210997623125	0.173352743387516	0.239849923944982	0.449100227669452	0.000879893053422103	NA	0	0	0.0555680225948725	NA
145	"5/26/2017"	2017	5	26	5	"2"	"2"	"Stem"	4.69446	0.998058145833333	0.332653	0.912959125	-0.00168447916666667	0.145441170208333	16.351375	0.354742585139525	60	1824.668429	48.2	-0.720662478125	NA	1.06685094869861	0.0055918127718687	0.112166649931174	0.0995218293975541	0.0662570335842164	0.12837862119033	0.791373753973595	0.000856459808737854	0	0	0	0.0555680225948725	NA
145	"5/26/2017"	2017	5	26	6	"3"	"2"	"Stem"	2.56723891304348	0.9980675	0.168516	0.733248526086957	0.00274269565217391	0.155992040869565	16.9720416666667	0.3547707006394	151	1824.668429	48.2	-0.720662478125	NA	0.364765463389449	0.00213481631634796	0.114918212813208	0.210117696713754	0.0564169984526221	0.140827254140696	1.07946119728746	0.00080924948393939	0	0	0	0.0555680225948725	NA
145	"5/26/2017"	2017	5	26	7	"1"	"3"	"Soil"	4.73697173913043	0.998239608695652	-0.277355260869565	0.836022826086957	-0.0112112173913043	0.239209228434783	16.5506875	0.25928238472548	NA	1104.466167	37.5	-0.720662478125	NA	0.917983016512794	0.00150433170722932	0.0935425009220249	0.141127127824092	0.165656944677837	0.225471733997706	0.403491872998809	0.0365270925934448	NA	0	0	0.0555680225948725	NA
145	"5/26/2017"	2017	5	26	8	"2"	"3"	"Stem"	4.06988217391304	0.998576586956522	0.123539217391304	0.329264296347826	-0.00928604347826087	0.231204706608696	18.862	0.258857008621142	54	1104.466167	37.5	-0.720662478125	NA	0.760417964034831	0.00287896569437143	0.318177618098325	0.284675687430264	0.08206897640814	0.195800346274307	1.84381558542157	0.0365246653895748	0	0	0	0.0555680225948725	NA
145	"5/26/2017"	2017	5	26	9	"3"	"3"	"Stem"	2.36413565217391	0.995308217391304	0.0360314130434783	0.349619135652174	-0.00159308695652174	0.138273193478261	18.4567291666667	0.257486062453992	154	1104.466167	37.5	-0.720662478125	NA	0.681147748915729	0.00581863638318152	0.0883505371368984	0.29372405117669	0.055899450591635	0.149132044962876	1.50451350637056	0.0356739030501299	0	0	0	0.0555680225948725	NA
146	"5/27/2017"	2017	5	27	1	"1"	"1"	"Soil"	29.03969375	0.998624229166667	-4.74248125	0.996334708333333	-0.033553125	0.364020952083333	16.4285833333333	0.220234260756211	NA	4417.864669	75	-0.742784869791667	NA	4.51198979171083	0.00451892892749166	0.265482479718531	0.0132867546385216	0.185418569788632	0.240701556761883	0.207211279839573	0.00220134651254962	NA	0	0	0.0518567873469427	NA
146	"5/27/2017"	2017	5	27	2	"2"	"1"	"Stem"	4.30119645833333	0.993803416666667	0.588617020833333	0.749732495833333	-0.000885125000000001	0.163634557916667	16.468875	0.220311893615326	55	4417.864669	75	-0.742784869791667	NA	1.16966237917139	0.0149824886448398	0.438315487532927	0.295872824201147	0.0942443281773094	0.168702512512609	0.308962543459348	0.00215416237784002	0	0	0	0.0518567873469427	NA
146	"5/27/2017"	2017	5	27	3	"3"	"1"	"Stem"	1.94283304347826	0.995839326086956	12.0952282608696	0.998423369565217	-0.00290817391304348	0.223862963478261	17.28975	0.220318947012946	149	4417.864669	75	-0.742784869791667	NA	0.432015302500804	0.00482322394916864	1.8027847948525	0.00230743412304954	0.0954087773547697	0.185677163658169	0.50579788453492	0.00215170748662939	0	0	0	0.0518567873469427	NA
146	"5/27/2017"	2017	5	27	4	"1"	"2"	"Soil"	6.91830708333333	0.998975354166667	-0.500197875	0.923811708333333	-0.0516488541666667	0.209808848291667	16.8571041666667	0.352417665506908	NA	1824.668429	48.2	-0.742784869791667	NA	0.941609709512197	0.00102236178484542	0.135041694234656	0.167788393246939	0.130048429035484	0.196024247768443	0.250738560325407	0.000277038283188336	NA	0	0	0.0518567873469427	NA
146	"5/27/2017"	2017	5	27	5	"2"	"2"	"Stem"	5.16509434782609	0.998207	0.470397333333333	0.884465270833333	-0.03312525	0.172285601666667	16.5497916666667	0.352427147943975	60	1824.668429	48.2	-0.742784869791667	NA	1.3941209217797	0.00217141828389566	0.339524375776348	0.182277058689869	0.0644637982552999	0.171235484440554	0.40137296752269	0.000263951572984517	0	0	0	0.0518567873469427	NA
146	"5/27/2017"	2017	5	27	6	"3"	"2"	"Stem"	2.61973	0.998018695652174	0.229721833333333	0.667090541666667	-0.01328825	0.16807757125	17.2122916666667	0.352431891677125	151	1824.668429	48.2	-0.742784869791667	NA	0.523285499851224	0.00257042441551766	0.25889583847188	0.257526665009577	0.0704529989167925	0.170727484005048	0.495149558360833	0.000255922813179792	0	0	0	0.0518567873469427	NA
146	"5/27/2017"	2017	5	27	7	"1"	"3"	"Soil"	5.168965	0.99804952173913	-0.328673913043478	0.843260673913043	-0.0650634782608696	0.250838722173913	16.6467708333333	0.254292228874501	NA	1104.466167	37.5	-0.742784869791667	NA	0.709670990112191	0.00211428923947088	0.116304021879537	0.2530849097563	0.184746307954958	0.253747653448849	0.23595895825733	0.0297017312004777	NA	0	0	0.0518567873469427	NA
146	"5/27/2017"	2017	5	27	8	"2"	"3"	"Stem"	4.6361247826087	0.997106413043478	0.0935509130434783	0.497564033478261	0.0110922173913043	0.214311843478261	18.7727291666667	0.252728345841876	54	1104.466167	37.5	-0.742784869791667	NA	1.33232198468371	0.00652870136163139	0.224072187741101	0.3212055746934	0.0790014448757147	0.185637360234407	0.940759140490629	0.0289600377396183	0	0	0	0.0518567873469427	NA
146	"5/27/2017"	2017	5	27	9	"3"	"3"	"Stem"	2.53183586956522	0.996662630434783	0.0818502173913044	0.455343883478261	0.00266778260869565	0.165030438	18.5697916666667	0.252437850988963	154	1104.466167	37.5	-0.742784869791667	NA	0.823705917298396	0.00512942138376381	0.271781157116255	0.330876606677331	0.059468718718298	0.191247970894425	0.707599738194379	0.0287112619506509	0	0	0	0.0518567873469427	NA
147	"5/28/2017"	2017	5	28	1	"1"	"1"	"Soil"	34.4241166666667	0.9984031875	-5.07101354166667	0.993731479166667	0.0498394791666667	0.240151855833333	16.4498125	0.228150647566415	NA	4417.864669	75	-0.809826757291667	NA	9.6927568966714	0.00568263594839673	0.448766253668295	0.0251653366141151	0.169621884341991	0.22793887967571	0.171670235733969	0.0161075740800289	NA	0	0	0.0318039157195062	NA
147	"5/28/2017"	2017	5	28	2	"2"	"1"	"Stem"	4.0742397826087	0.997704173913043	0.472843760869565	0.795329673913043	-0.0185673043478261	0.146291767434783	16.5835416666667	0.226915643534307	55	4417.864669	75	-0.809826757291667	NA	0.851110955490312	0.00234484773012458	0.420294715585328	0.245425365646408	0.091921399155343	0.142269004224036	0.279229371067347	0.0159572654458612	0	0	0	0.0318039157195062	NA
147	"5/28/2017"	2017	5	28	3	"3"	"1"	"Stem"	1.98773934782609	0.990809630434783	11.040578173913	0.964300173913043	0.0123432608695652	0.210799067391304	17.1283125	0.227096974431474	149	4417.864669	75	-0.809826757291667	NA	0.970237770160565	0.0123365166608376	2.83069975850148	0.149074182830578	0.0926023111920576	0.194923329343752	0.743764394270647	0.0161340268798832	0	0	0	0.0318039157195062	NA
147	"5/28/2017"	2017	5	28	4	"1"	"2"	"Soil"	7.39888083333333	0.997718375	-0.4220125625	0.918051875	0.0552591875	0.236645737625	16.8827083333333	0.355354316120317	NA	1824.668429	48.2	-0.809826757291667	NA	3.46722227789601	0.00678226961378937	0.0933331209955376	0.111690786324805	0.113226177046193	0.216938912939342	0.248724132002867	0.00660773863773389	NA	0	0	0.0318039157195062	NA
147	"5/28/2017"	2017	5	28	5	"2"	"2"	"Stem"	5.31163666666667	0.993749625	0.485491958333333	0.923708375	-0.01190875	0.1556029275	16.7190833333333	0.355450114640517	60	1824.668429	48.2	-0.809826757291667	NA	2.52922799861017	0.0186137512557191	0.379786934503783	0.0613554820404703	0.0707561552057487	0.191266964137908	0.390449230309493	0.00692310501137417	0	0	0	0.0318039157195062	NA
147	"5/28/2017"	2017	5	28	6	"3"	"2"	"Stem"	2.61640173913043	0.997654195652174	0.0942889130434783	0.702347673913044	-0.00390534782608696	0.108936645086957	17.2044166666667	0.355450114640517	151	1824.668429	48.2	-0.809826757291667	NA	0.38921596613813	0.00359791410763088	0.104265142888832	0.196993675950617	0.0537068107629569	0.136167372808543	0.467169452234892	0.00692310501137417	0	0	0	0.0318039157195062	NA
147	"5/28/2017"	2017	5	28	7	"1"	"3"	"Soil"	5.03139304347826	0.996944652173913	-0.353189195652174	0.904140586956522	-0.00319469565217391	0.154168878826087	16.6798020833333	0.260660368436417	NA	1104.466167	37.5	-0.809826757291667	NA	1.1299137023863	0.00835294873142901	0.0766166547510662	0.0558159657935735	0.129005569618114	0.119012626975677	0.204762282361962	0.0121346784601444	NA	0	0	0.0318039157195062	NA
147	"5/28/2017"	2017	5	28	8	"2"	"3"	"Stem"	4.03291386363636	0.998899659090909	0.0350711363636364	0.249771226363636	-0.0248141363636364	0.122971848954545	18.3173125	0.260310709934629	54	1104.466167	37.5	-0.809826757291667	NA	0.551332291967834	0.000488282202418998	0.107770304506211	0.27374573249468	0.050191614877668	0.117300934867375	0.776936679929301	0.0120119333984266	0	0	0	0.0318039157195062	NA
147	"5/28/2017"	2017	5	28	9	"3"	"3"	"Stem"	2.50306608695652	0.996336695652174	0.0365380869565217	0.260200647826087	-0.0138626086956522	0.180245924347826	17.9667083333333	0.260117263754917	154	1104.466167	37.5	-0.809826757291667	NA	0.808649618301676	0.0055322288984622	0.105436407314342	0.240599852809104	0.0642030744256345	0.170435429385059	0.587654326014927	0.0118095746239854	0	0	0	0.0318039157195062	NA
148	"5/29/2017"	2017	5	29	1	"1"	"1"	"Soil"	41.0852625	0.9966988125	-5.63751458333333	0.989783729166667	-0.0257870208333333	0.3334813395	16.23575	0.244718837291721	NA	4417.864669	75	-0.818889372916667	NA	4.01369934596962	0.0133913816029211	0.63385653421341	0.0423405040827079	0.192651672755829	0.249961365467398	0.0961150804798714	0.00918645782483956	NA	0	0	0.0258175135454281	NA
148	"5/29/2017"	2017	5	29	2	"2"	"1"	"Stem"	3.45863875	0.997165208333333	0.459084958333333	0.769350395875	-0.00799033333333334	0.1580905145	16.1725833333333	0.244759486725833	55	4417.864669	75	-0.818889372916667	NA	0.896349467991104	0.00358555107618447	0.35435691851584	0.294031775531908	0.110868369358978	0.163485150787889	0.184184198129426	0.00914988075985891	0	0	0	0.0258175135454281	NA
148	"5/29/2017"	2017	5	29	3	"3"	"1"	"Stem"	1.62672434782609	0.98515247826087	11.1664113043478	0.990460391304348	0.011128347826087	0.109160748826087	16.001	0.24478001420095	149	4417.864669	75	-0.818889372916667	NA	0.48387574205881	0.0132541464553878	2.74478426558993	0.00952315900003361	0.0744573751854703	0.125054896853629	0.799750450208498	0.00912917882920954	0	0	0	0.0258175135454281	NA
148	"5/29/2017"	2017	5	29	4	"1"	"2"	"Soil"	7.05068260869565	0.999477608695652	-0.427355869565217	0.94912	0.00593460869565218	0.364028674782609	16.5925833333333	0.364436817848458	NA	1824.668429	48.2	-0.818889372916667	NA	0.660854893103123	0.000256369360516932	0.0464508734444783	0.0155064680170449	0.269202370065337	0.290014971128247	0.0974103452530523	0.00355746818000318	NA	0	0	0.0258175135454281	NA
148	"5/29/2017"	2017	5	29	5	"2"	"2"	"Stem"	4.1173152173913	0.997833673913043	0.329030456521739	0.913573239130435	-0.00732517391304348	0.102476530130435	16.0869166666667	0.364564692152221	60	1824.668429	48.2	-0.818889372916667	NA	0.978815943808314	0.00411923978977338	0.091501607852852	0.0403907557993471	0.0608946750386213	0.117434753683433	0.22758885826375	0.00380800632934344	0	0	0	0.0258175135454281	NA
148	"5/29/2017"	2017	5	29	6	"3"	"2"	"Stem"	2.37212413043478	0.997339891304348	0.181377065217391	0.736799652173913	0.00218565652173913	0.141507160369565	16.1608125	0.364707783370938	151	1824.668429	48.2	-0.818889372916667	NA	0.498986752799775	0.00492138092214269	0.101607104045693	0.171567695179856	0.0579456614958032	0.140872873740263	0.305180730932687	0.00395888960222605	0	0	0	0.0258175135454281	NA
148	"5/29/2017"	2017	5	29	7	"1"	"3"	"Soil"	5.0852847826087	0.998551891304348	-0.267773413043478	0.8789035	0.0344558043478261	0.266849795652174	16.4334583333333	0.295829009723017	NA	1104.466167	37.5	-0.818889372916667	NA	0.815663752701774	0.00113445994316601	0.0527320325243697	0.0471333386581959	0.203096900594538	0.217674188571434	0.105395210338605	0.00674310641536286	NA	0	0	0.0258175135454281	NA
148	"5/29/2017"	2017	5	29	8	"2"	"3"	"Stem"	4.05418520833333	0.9974896875	0.0351479583333333	0.226186474041667	-0.0193049791666667	0.159872200125	16.9079375	0.296008370098229	54	1104.466167	37.5	-0.818889372916667	NA	1.23569181461015	0.00649075738163338	0.104917357572304	0.202789774084287	0.0608558438836652	0.149007076867935	0.334478059087393	0.00679495446744217	0	0	0	0.0258175135454281	NA
148	"5/29/2017"	2017	5	29	9	"3"	"3"	"Stem"	2.281790625	0.99621025	0.036704875	0.200204322958333	-0.00155458333333333	0.103215157479167	16.5252083333333	0.296090166600817	154	1104.466167	37.5	-0.818889372916667	NA	0.778228955458304	0.00728845360380257	0.0881131020348341	0.214810256140121	0.0483351243848312	0.138027919365421	0.304434326346375	0.00677598893968881	0	0	0	0.0258175135454281	NA
149	"5/30/2017"	2017	5	30	1	"1"	"1"	"Soil"	36.3415645833333	0.997898875	-5.27150622916667	0.982186645833333	-0.0165715416666667	0.291566003333333	15.739375	0.234881115443956	NA	4417.864669	75	-0.743377798958333	NA	9.74671584557855	0.00795307993012771	0.57854592068463	0.0812975281658673	0.205525774320396	0.250939835608707	0.113878964160467	0.000442647775675665	NA	0	0	0.0285301285171345	NA
149	"5/30/2017"	2017	5	30	2	"2"	"1"	"Stem"	4.34704291666667	0.996956125	0.698117125	0.915464333333333	-3.29374999999986e-05	0.201986844083333	15.5134166666667	0.234894738047069	55	4417.864669	75	-0.743377798958333	NA	3.84952307354682	0.00501338870306738	0.757548404082269	0.041837756085047	0.127548673116197	0.190959501676354	0.272729188289276	0.00042420386777428	0	0	0	0.0285301285171345	NA
149	"5/30/2017"	2017	5	30	3	"3"	"1"	"Stem"	1.90976576470588	0.966363382352941	11.2272876470588	0.967513	-0.003607	0.168772634176471	15.4748541666667	0.23489460758154	149	4417.864669	75	-0.743377798958333	NA	1.06092432402767	0.0279543393062293	6.32450724882434	0.0398364515833175	0.0839017728693798	0.199311268180279	0.485085637422979	0.000445646627069345	0	0	0	0.0285301285171345	NA
149	"5/30/2017"	2017	5	30	4	"1"	"2"	"Soil"	6.86365291666667	0.999314583333333	-0.435239958333333	0.91767575	0.0687794583333333	0.22407188725	16.1596666666667	0.362352538918979	NA	1824.668429	48.2	-0.743377798958333	NA	0.954934905892084	0.000594265269172718	0.0486992388079778	0.144247744887881	0.147487021890352	0.178007389622154	0.111078768239584	0.00224169270823539	NA	0	0	0.0285301285171345	NA
149	"5/30/2017"	2017	5	30	5	"2"	"2"	"Stem"	3.96261916666667	0.998398041666667	0.30262775	0.937600916666667	-0.00132945833333333	0.175791004416667	15.1186875	0.362384198244179	60	1824.668429	48.2	-0.743377798958333	NA	0.616976321234853	0.00462617519244915	0.185464681136035	0.0301518696859411	0.0777054818814797	0.148182971756512	0.348035974293138	0.00222593441325144	0	0	0	0.0285301285171345	NA
149	"5/30/2017"	2017	5	30	6	"3"	"2"	"Stem"	2.429655625	0.9926895625	0.136226229166667	0.5662498375	-0.002756625	0.143563720208333	14.9975625	0.362325453306396	151	1824.668429	48.2	-0.743377798958333	NA	0.571501309206368	0.00639988248416651	0.10433594647746	0.262146599852863	0.0584857507683728	0.179977426782773	0.380621897074523	0.00225820148679943	0	0	0	0.0285301285171345	NA
149	"5/30/2017"	2017	5	30	7	"1"	"3"	"Soil"	4.54097833333333	0.993877229166667	-0.107827083333333	0.792994208333333	0.0950247916666667	0.2439135315	15.9641354166667	0.287149649556288	NA	1104.466167	37.5	-0.743377798958333	NA	1.44065965601712	0.00801211562461225	0.541267973104452	0.155686897672995	0.165586881177481	0.237731216908004	0.121348737904946	0.00136319806292017	NA	0	0	0.0285301285171345	NA
149	"5/30/2017"	2017	5	30	8	"2"	"3"	"Stem"	3.67479958333333	0.998483583333333	0.0581167916666667	0.236380717916667	-0.0208779166666667	0.244357421666667	15.9135833333333	0.287155546742433	54	1104.466167	37.5	-0.743377798958333	NA	0.524636351286416	0.00193967556490806	0.0974742082399144	0.197187595268158	0.0970298172696623	0.239048260336531	0.55172298631033	0.00136948211079435	0	0	0	0.0285301285171345	NA
149	"5/30/2017"	2017	5	30	9	"3"	"3"	"Stem"	2.01109826086957	0.995653630434783	0.102572565217391	0.202980162608696	-0.00424617391304348	0.0776092021304348	15.483625	0.287161565549775	154	1104.466167	37.5	-0.743377798958333	NA	0.383595233282216	0.00314724684236221	0.34472991052744	0.201572637034691	0.0437169039946503	0.0814732568595777	0.370900175542411	0.00136337850419668	0	0	0	0.0285301285171345	NA
150	"5/31/2017"	2017	5	31	1	"1"	"1"	"Soil"	34.9726391304348	0.99946797826087	-5.38388652173913	0.998781326086956	-0.100505586956522	0.304181742391304	16.3274375	0.231725789902258	NA	4417.864669	75	-0.768577288541667	NA	1.59152165373529	0.000292031850623623	0.166507557448158	0.000440451153227531	0.17881142939031	0.254713630062031	0.457163925326097	0.00257287678122188	NA	0	0	0.0295026633878326	NA
150	"5/31/2017"	2017	5	31	2	"2"	"1"	"Stem"	4.16137454545454	0.998763136363636	0.520095	0.792573057227273	0.0215731363636364	0.191971012272727	16.6742916666667	0.231718875616777	55	4417.864669	75	-0.768577288541667	NA	0.790418744908143	0.000922218974898216	0.269930288441999	0.318523288693984	0.146442855173482	0.228383140322285	0.545310241108647	0.00258290093058843	0	0	0	0.0295026633878326	NA
150	"5/31/2017"	2017	5	31	3	"3"	"1"	"Stem"	1.6339094	0.9699012	8.41114666666667	0.969576366666667	-0.0147065666666667	0.177052226	17.4814708333333	0.231725744768827	149	4417.864669	75	-0.768577288541667	NA	0.784031409902854	0.0232922499655388	3.79737543662098	0.0255174223777086	0.0903488667101955	0.151300706278499	0.974462865859139	0.00258944221780888	0	0	0	0.0295026633878326	NA
150	"5/31/2017"	2017	5	31	4	"1"	"2"	"Soil"	7.8125652173913	0.99925247826087	-0.529778934782609	0.956326673913043	0.0516294130434783	0.262565823826087	16.7868125	0.364814979308304	NA	1824.668429	48.2	-0.768577288541667	NA	0.976936261328657	0.000894242689733783	0.106108648266583	0.0285834969366498	0.169281563012274	0.209441253446052	0.53304051588607	0.00129402678209028	NA	0	0	0.0295026633878326	NA
150	"5/31/2017"	2017	5	31	5	"2"	"2"	"Stem"	5.28526847826087	0.998094434782609	0.386792239130435	0.892834369565217	-0.0125848260869565	0.124547975	16.6741041666667	0.364814927308758	60	1824.668429	48.2	-0.768577288541667	NA	1.4970894061823	0.00514995389940608	0.187357215610004	0.0994324973688428	0.0514074858403222	0.134802389537007	0.735267682388185	0.00128796268590009	0	0	0	0.0295026633878326	NA
150	"5/31/2017"	2017	5	31	6	"3"	"2"	"Stem"	2.91736145833333	0.995261666666667	0.1765294375	0.653649908333333	-0.00476020833333333	0.220979830083333	16.8734791666667	0.364819351197583	151	1824.668429	48.2	-0.768577288541667	NA	0.479274834351175	0.0166042743283474	0.178234263719392	0.264775069131119	0.0814943367634827	0.270921405043362	1.01277156829519	0.00129677526661783	0	0	0	0.0295026633878326	NA
150	"5/31/2017"	2017	5	31	7	"1"	"3"	"Soil"	6.21368375	0.994705875	-0.29044425	0.811782395833333	0.0918797916666667	0.247939134583333	16.53090625	0.259608817489474	NA	1104.466167	37.5	-0.768577288541667	NA	2.73739880835774	0.0122075984117965	0.110120223358975	0.206486806316539	0.144204975829238	0.246335992716441	0.504064117797075	0.0404180305298402	NA	0	0	0.0295026633878326	NA
150	"5/31/2017"	2017	5	31	8	"2"	"3"	"Stem"	5.041580625	0.997137604166667	0.07727825	0.539437462708333	-0.00271989583333333	0.19407521	18.4875416666667	0.262076400543465	54	1104.466167	37.5	-0.768577288541667	NA	2.76957503596251	0.00670811639955525	0.2283799451144	0.318220768253015	0.0796811267048607	0.192360426820485	1.46115338537051	0.0394867800238635	0	0	0	0.0295026633878326	NA
150	"5/31/2017"	2017	5	31	9	"3"	"3"	"Stem"	2.825344375	0.994179875	0.0856030833333333	0.393563231333333	-0.0136810458333333	0.164555986666667	17.6349166666667	0.263335240855836	154	1104.466167	37.5	-0.768577288541667	NA	1.79840362282251	0.0148819469603786	0.221957382555049	0.311880981446195	0.0698232384887661	0.181233838279817	1.29739028745055	0.0374885775193082	0	0	0	0.0295026633878326	NA
151	"6/1/2017"	2017	6	1	1	"1"	"1"	"Soil"	31.6769652173913	0.999436347826087	-5.03341608695652	0.998708869565217	0.006631	0.257949574565217	17.1755833333333	0.224228040804227	NA	4417.864669	75	-0.814048821875	NA	4.16141337720827	0.000176054126154333	0.791651304086127	0.000411085404126883	0.181591216841815	0.290174172769711	0.316238066166541	0.0038155057616183	NA	0	0	0.0258960077136538	NA
151	"6/1/2017"	2017	6	1	2	"2"	"1"	"Stem"	4.64158152173913	0.995048913043478	1.06069786956522	0.787971652173913	-0.0401924782608696	0.19577012173913	17.4290208333333	0.224228040804227	55	4417.864669	75	-0.814048821875	NA	1.39364935913808	0.0105104940153468	1.8168263501131	0.217639058909389	0.106905004210565	0.204888814718353	0.330909894446742	0.0038155057616183	0	0	0	0.0258960077136538	NA
151	"6/1/2017"	2017	6	1	3	"3"	"1"	"Stem"	1.8029485625	0.9753464375	9.3794325	0.9525689375	-0.000303999999999999	0.17930917625	18.5473333333333	0.224230770768356	149	4417.864669	75	-0.814048821875	NA	0.88592720404948	0.0207548575710804	4.2247905275465	0.0967214618096513	0.0858771965487152	0.158159009522859	0.537721009500252	0.00381777814139363	0	0	0	0.0258960077136538	NA
151	"6/1/2017"	2017	6	1	4	"1"	"2"	"Soil"	7.686535	0.998098416666667	-0.642662958333333	0.9163901875	0.010852375	0.352794427041667	17.7158541666667	0.367011993211542	NA	1824.668429	48.2	-0.814048821875	NA	2.29127737434061	0.00470747835125519	0.563570863007174	0.157187597095678	0.215368813000601	0.280495687139322	0.477008920688771	0.00210413501700393	NA	0	0	0.0258960077136538	NA
151	"6/1/2017"	2017	6	1	5	"2"	"2"	"Stem"	4.90136847826087	0.998649717391304	0.612658565217391	0.847592726086957	-0.0122230217391304	0.141962752173913	17.5215208333333	0.366885023187613	60	1824.668429	48.2	-0.814048821875	NA	0.825172594237432	0.00205619427156362	0.576824126640224	0.249443130449951	0.0602313186961277	0.129691681767245	0.305087923149129	0.00211913636759349	0	0	0	0.0258960077136538	NA
151	"6/1/2017"	2017	6	1	6	"3"	"2"	"Stem"	2.98916673913044	0.995311369565217	-0.0457542916666667	0.696427458333333	-0.0366583333333333	0.214610094333333	18.2856666666667	0.366845955774763	151	1824.668429	48.2	-0.814048821875	NA	0.748575862211356	0.00880844047467256	0.841808100503211	0.277287305446696	0.0652320086111816	0.211428572797087	0.658353457773496	0.00208142846472281	0	0	0	0.0258960077136538	NA
151	"6/1/2017"	2017	6	1	7	"1"	"3"	"Soil"	6.770833125	0.996979104166667	-0.425408958333333	0.855276958333333	-0.0806625833333333	0.2919610205	17.4113020833333	0.230535196363061	NA	1104.466167	37.5	-0.814048821875	NA	6.19874779155327	0.0082542090290469	0.460484526268891	0.173003482693137	0.160470281732737	0.242187667241387	0.38961344401386	0.0459531586683831	NA	0	0	0.0258960077136538	NA
